RQ000001,"{'-汽油-115-MT-两驱': '4650x1835x1715,1735'}"
RQ008714,"{'2.2--76-MT-两驱': '5520x1800,1850x2200'}"
RQ008715,"{'2.2--76-MT-两驱': '5300,5460x1800x2200'}"
RQ008716,"{'2.2-汽油-104-MT-两驱': '5480x1820,1840x1810,1850'}"
RQ008717,{'2.2-汽油-104-MT-两驱': '5480x1820x1780'}
RQ008718,{'2.3-汽油-184-AT-四驱': '4765x1975x2005'}
RQ008719,"{'2.3-柴油-50-MT-两驱': '4990,4800x1750,1960x2700'}"
RQ008720,"{'2.3-柴油-50-MT-两驱': '4990x1750,1960x2700'}"
RQ008721,"{'2.3-柴油-60-MT-两驱': '4760,4960x1980x2540'}"
RQ008722,"{'2.3-汽油-116-MT-两驱': '4963x2000x2398,2600'}"
RQ008723,{'2.4-汽油-115-AT-两驱': '4860x1845x1485'}
RQ008724,"{'2.4-汽油-110-MT-两驱': '5035,5075x1820x2150'}"
RQ008725,"{'2.4-汽油-110-MT-两驱': '5035,5075x1820x2250'}"
RQ008726,{'2.4-汽油-110-MT-两驱': '5035x1820x2250'}
RQ008727,{'2.4-汽油-92-MT-两驱': '4666x1974x2200'}
RQ008728,{'2.4-汽油-92-MT-两驱': '4800x1830x2150'}
RQ008729,{'2.4-汽油-95.5-MT-两驱': '4775x1800x1890'}
RQ008730,{'2.4-汽油-92.6-AT-两驱': '5115x1720x1960'}
RQ008731,"{'2.4-汽油-100-MT-两驱': '4620,4650x1800x1700,1765,1800,1745'}"
RQ008732,"{'2.4-汽油-100-MT-两驱': '4620,4650x1800x1700,1765,1800'}"
RQ008733,"{'2.4-汽油-100-MT-两驱': '4620x1800x1700,1765,1800'}"
RQ008734,"{'2.4-汽油-141-CVT-四驱': '4705x1810x1680,1710'}"
RQ008735,{'2.4-汽油-141-CVT-四驱': '4705x1810x1680'}
RQ008736,{'2.4-汽油-153-DCT-两驱': '4981x1854x1447'}
RQ008737,"{'2.5-柴油-64-MT-两驱': '4700,4805,5000x1625x1980'}"
RQ008738,"{'2.4-汽油-100-MT-两驱': '5245x1825x1950,2030'}"
RQ008739,{'2.4-汽油-100-MT-两驱': '5245x1825x1950'}
RQ008740,"{'2.4-汽油-100-MT-两驱': '4649,4650,4620x1810,1800x1735,1745,1800'}"
RQ008741,{'2.4-汽油-110-MT-两驱': '5115x1720x2306'}
RQ008742,{'2.4-汽油-110-AT-两驱': '4618x1858x1753'}
RQ008743,{'2.4-汽油-110-MT-两驱': '4975x1690x1625'}
RQ008744,{'2.4-柴油-60-MT-两驱': '5420x1920x2750'}
RQ008745,"{'2.4-汽油-123-AT-两驱': '4673x1868,1849x1753'}"
RQ008746,{'2.4-汽油-105-MT-两驱': '5365x1900x1722'}
RQ008747,{'2.4-汽油-110-AT-两驱': '4900x1835x1890'}
RQ008748,"{'2.4-汽油-100-MT-两驱': '5950x2120,2110x2910,2785,3030'}"
RQ008749,"{'2.4-汽油-100-MT-两驱': '5950x2120,2110x2910,2785'}"
RQ008750,{'2.4-柴油-60-MT-两驱': '5720x1920x2200'}
RQ008751,{'2.4-柴油-103-MT-四驱': '5375x1905x1835'}
RQ008752,"{'2.4-柴油-74-MT-两驱': '4863,4963,5183x2000x2600,2640'}"
RQ008753,{'2.4-汽油-102-MT-两驱': '5420x1880x2285'}
RQ008754,{'2.4-汽油-102-MT-两驱': '4880x1880x2285'}
RQ008755,{'2.4-汽油-105-MT-两驱': '5088x1820x1804'}
RQ008756,{'2.4-汽油-102-MT-两驱': '5310x1690x2040'}
RQ008757,"{'2.4-汽油-102-MT-两驱': '4885,4980x1690x1650'}"
RQ008758,{'2.5-汽油-135-AT-两驱': '5263x1850x1790'}
RQ008759,{'2.5-柴油-103-MT-两驱': '5490x1775x1800'}
RQ008760,"{'2.5-柴油-65-MT-两驱': '5340x1700x2250,2530'}"
RQ008761,{'2.4-汽油-102-MT-两驱': '5440x1880x2495'}
RQ008762,{'2.5-柴油-85-MT-两驱': '5730x1690x2290'}
RQ008763,"{'2.5-柴油-62-MT-两驱': '4600,4620x1860x1830'}"
RQ008764,{'2.5-柴油-75-MT-两驱': '4790x1800x1970'}
RQ008765,{'2.5-汽油-142-AT-两驱': '5005x1810x1500'}
RQ008766,{'2.5-汽油-140-AT-两驱': '5223x1901x1872'}
RQ008767,"{'2.5-柴油-88-MT-两驱': '4950,5160x1998x2132,2230,2300,2345,2440,2510'}"
RQ008768,"{'2.5-柴油-88-MT-两驱': '4950,5160x1998x2300,2510,2435'}"
RQ008769,"{'2.5-柴油-88-MT-两驱': '4950,5160x1998x2300,2510'}"
RQ008770,"{'2.5-柴油-100-AMT-两驱': '5700,5910,5785x1998x2345,2552'}"
RQ008771,"{'2.5-柴油-100-AMT-两驱': '5700,5910x1998x2345,2552'}"
RQ008772,"{'2.5-柴油-100-AMT-两驱': '5700,5910x1998x2345'}"
RQ008773,{'2.5-柴油-100-MT-两驱': '5560x1860x1760'}
RQ008774,"{'2.5-柴油-65-MT-两驱': '5240,5425x1890x2800'}"
RQ008775,"{'2.5-柴油-67-MT-两驱': '5410x1930,1870x2755'}"
RQ008776,{'2.5-柴油-67-MT-两驱': '5810x1907x2770'}
RQ008777,{'2.5-柴油-67-MT-两驱': '5810x1907x2770'}
RQ008778,"{'2.5-柴油-67-MT-两驱': '5860x1990,1890x2200'}"
RQ008779,{'2.5-柴油-100-MT-四驱': '5605x1812x1800'}
RQ008780,"{'2.7-柴油-69-MT-两驱': '5560,5320x1900x2185,2210'}"
RQ008781,"{'2.7-柴油-69-MT-两驱': '5560,5320x1900x2185'}"
RQ008782,{'2.7-柴油-60-MT-两驱': '5990x2000x2270'}
RQ008783,{'2.7-柴油-66-MT-两驱': '5995x1960x2990'}
RQ008784,"{'2.6-汽油-89-MT-两驱': '4975,5029x1690x1640'}"
RQ008785,"{'2.5-柴油-60-MT-两驱': '5115,5175x1700x1790'}"
RQ008786,"{'2.5-柴油-64-MT-两驱': '5005,5240x1880x2275'}"
RQ008787,{'2.5-柴油-67-MT-两驱': '5990x2000x2270'}
RQ008788,"{'2.4-汽油-100-MT-两驱': '5155,5265,5235x1750,1760x1745'}"
RQ008789,"{'2.4-汽油-100-MT-两驱': '5155,5265x1750x1745'}"
RQ008790,"{'2.4-汽油-105-MT-两驱': '5560x1850x1760,2020'}"
RQ008791,{'2.4-汽油-100-MT-两驱': '5325x1905x1835'}
RQ008792,"{'2.4-汽油-100-MT-两驱': '5178,5288x1750x1920'}"
RQ008793,"{'2.0-汽油-95-MT-两驱': '5040,5095,5525,5730x1830,1930x2750,2900'}"
RQ008794,{'2.0-汽油-95-MT-两驱': '5320x1695x2240'}
RQ008795,{'2.0-汽油-109-AT-两驱': '4825x1825x1480'}
RQ008796,"{'2.0-汽油-95-MT-两驱': '5231,5481,5681x1760x2444,2574'}"
RQ008797,{'2.0-汽油-95-MT-两驱': '4840x1695x2240'}
RQ008798,{'2.0-汽油-121-AMT-两驱': '4845x1830x1460'}
RQ008799,{'2.0-汽油-118-AT-两驱': '4860x1845x1485'}
RQ008800,"{'2.0-汽油-70-MT-两驱': '5320,5385x1690x2050,2225'}"
RQ008801,"{'2.0-汽油-108-MT-两驱': '4660x1810x1770,1790'}"
RQ008802,{'2.0-汽油-98-MT-两驱': '5350x1800x1980'}
RQ008803,"{'2.0-汽油-95-MT-两驱': '5320x1690x2050,2225'}"
RQ008804,"{'2.0-汽油-180-AT-四驱': '4725,4730x1880x1675,1686'}"
RQ008805,"{'2.0-汽油-180-AT-四驱': '4725x1880x1675,1686'}"
RQ008806,"{'2.0-汽油-95-MT-两驱': '5231,5481,5681x1760x2444,2574'}"
RQ008807,"{'2.0-汽油-95-MT-两驱': '5231,5481x1760x2444,2574'}"
RQ008808,"{'2.4-汽油-100-MT-四驱': '4500x1875x1730,1910'}"
RQ008809,{'2.0-汽油-85.5-MT-两驱': '5995x1920x2850'}
RQ008810,"{'2.0-汽油-180-AT-两驱': '4855x1860,1835x1475'}"
RQ008811,{'2.0-汽油-180-AT-两驱': '4855x1860x1475'}
RQ008812,"{'2.0-汽油-95-MT-两驱': '5070,5120,5460x1710,1810,1830x2100'}"
RQ008813,"{'2.0-汽油-95-MT-两驱': '5070,5120x1710,1810x2100'}"
RQ008814,"{'2.0-汽油-95-MT-两驱': '5070x1710,1810x2100'}"
RQ008815,{'2.0-汽油-95-MT-两驱': '5070x1710x2100'}
RQ008816,{'2.0-汽油-132-AT-两驱': '4650x1805x1490'}
RQ008817,{'2.0-汽油-205-AT-两驱': '4730x1824x1421'}
RQ008818,"{'2.0-汽油-89-MT-两驱': '4650,4560,4460,4370x1750x1830,1800'}"
RQ008819,"{'2.0-汽油-89-MT-两驱': '4010,4210x1680,1750x1700,1840'}"
RQ008820,"{'2.0-汽油-183-AT-两驱': '5087x1868x1500,1490'}"
RQ008821,{'2.0-汽油-95-MT-两驱': '4840x1695x2500'}
RQ008822,{'2.0-汽油-75-MT-四驱': '4690x1830x2150'}
RQ008823,{'2.0-汽油-95-MT-两驱': '5525x1760x2700'}
RQ008824,{'2.0--91-MT-两驱': '5180x1744x2200'}
RQ008825,"{'2.0-汽油-151-DCT-两驱': '4565x1830x1720,1675'}"
RQ008826,{'2.0-汽油-151-DCT-两驱': '4565x1830x1720'}
RQ008827,{'2.0-汽油-110-MT-两驱': '4505x1755x1470'}
RQ008828,"{'2.0-汽油-89-MT-四驱': '4010,4210x1680,1750x1960'}"
RQ008829,"{'2.0-汽油-76-MT-两驱': '4980,4970x1690x2040'}"
RQ008830,{'2.0-汽油-81-MT-两驱': '5330x1700x2240'}
RQ008831,"{'2.0-汽油-81-MT-两驱': '5330,5260x1700x2440,2266,2180,2240,2066,1980'}"
RQ008832,"{'2.0-汽油-81-MT-两驱': '5470,5505x1760,1823x1740,1730'}"
RQ008833,{'2.0-汽油-81-MT-两驱': '5470x1760x1740'}
RQ008834,{'2.0-汽油-81-MT-两驱': '5310x1690x2040'}
RQ008835,"{'2.2-柴油-56-MT-两驱': '4990,4808,4605x1750x2100,2200,2170'}"
RQ008836,"{'2.2-柴油-56-MT-两驱': '4990,4808,4605x1750x2100,2200'}"
RQ008837,"{'2.2-柴油-56-MT-两驱': '4990,4808x1750x2100'}"
RQ008838,"{'2.0-汽油-95-MT-两驱': '5245x1825x1950,2030'}"
RQ008839,{'2.0-汽油-84-MT-两驱': '4420x1780x1820'}
RQ008840,{'2.0-汽油-108-MT-两驱': '4675x1876x1730'}
RQ008841,{'2.2-柴油-55-MT-两驱': '4990x1920x2185'}
RQ008842,"{'2.2-柴油-52-MT-两驱': '5125x1860,1930x2150,2220'}"
RQ008843,"{'2.2-柴油-55-MT-两驱': '4990,4808,4605x1750x2700'}"
RQ008844,"{'2.2-柴油-55-MT-两驱': '4990,4808x1750x2700'}"
RQ008845,"{'2.2-柴油-55-MT-两驱': '4990,5208,5300x1920,1980x2185,2290'}"
RQ008846,"{'2.2-柴油-55-MT-两驱': '4990,5208x1920x2185'}"
RQ008847,{'2.2-柴油-55-MT-两驱': '4990x1920x2185'}
RQ008848,"{'2.1-柴油-45-MT-两驱': '4905,5205x1750x2040'}"
RQ008849,"{'2.1-柴油-52-MT-两驱': '4620,4700,4920,5000x1615x2620'}"
RQ008850,"{'2.1-柴油-52-MT-两驱': '5425,5115x1910,1710x2700'}"
RQ008851,"{'2.2-柴油-52-MT-两驱': '5060x1730,1830x2750'}"
RQ008852,"{'2.2-柴油-58-MT-两驱': '4640,4720,4940,5020x1615x2580'}"
RQ008853,"{'2.2-柴油-52-MT-两驱': '5125,5435,5710x1730,1830,1930x2750,2900'}"
RQ008854,{'2.2-柴油-65-MT-两驱': '5995x2060x3180'}
RQ008855,"{'2.2-柴油-50-MT-两驱': '5003x1907,1960x2770'}"
RQ008856,"{'2.2-柴油-45-MT-两驱': '3946,4046,4146,4560,4720x1570,1650x2200,2370,2500'}"
RQ008857,"{'2.2-柴油-45-MT-两驱': '3946,4046,4146x1570x2200,2370'}"
RQ008858,"{'2.2-柴油-45-MT-两驱': '3946,4046x1570x2200,2370'}"
RQ008859,"{'2.2-柴油-65-MT-两驱': '5430,5720x1930x2160,2280'}"
RQ008860,"{'2.2-柴油-65-MT-两驱': '5430,5720x1930x2160'}"
RQ008861,{'2.2-柴油-65-MT-两驱': '5430x1930x2160'}
RQ008862,{'2.2-柴油-65-MT-两驱': '4890x1695x2620'}
RQ008863,{'2.2-柴油-55-MT-两驱': '5720x1920x2750'}
RQ008864,"{'2.2-柴油-60-MT-两驱': '4955,5185,5420x1665,1735x2060'}"
RQ008865,"{'2.2-柴油-60-MT-两驱': '4955,5185,5420x1665x2060'}"
RQ008866,{'2.2-柴油-65-MT-两驱': '5070x1750x2530'}
RQ008867,{'2.2-柴油-60-MT-两驱': '5030x1762x2510'}
RQ008868,{'2.2-柴油-60-MT-两驱': '5380x1782x2070'}
RQ008869,"{'2.2-柴油-60-MT-两驱': '4705,4765x1605x2450,2580'}"
RQ008870,"{'2.2-汽油-76-MT-两驱': '5020,5085x1690x2225'}"
RQ008871,{'2.2-柴油-60-MT-两驱': '5540x1782x2645'}
RQ008872,"{'2.2-柴油-60-MT-两驱': '5055,5255x1910x2540,2640'}"
RQ008873,"{'2.2-柴油-56-MT-两驱': '5430x1910x2800,2900,2700'}"
RQ008874,"{'2.2-柴油-56-MT-两驱': '5430x1910x2800,2900'}"
RQ008875,"{'2.2-柴油-60-MT-两驱': '4700,5000x1625x2470'}"
RQ008876,{'2.2-柴油-62-MT-两驱': '5380x1782x2560'}
RQ008877,{'2.4-汽油-100-MT-两驱': '5035x1820x1970'}
RQ008878,{'2.2-柴油-57-MT-两驱': '5003x1907x2770'}
RQ008879,{'2.2-柴油-57-MT-两驱': '4701x1700x2645'}
RQ008880,{'2.2-柴油-60-MT-两驱': '5445x1960x2750'}
RQ008881,"{'2.2-汽油-104-MT-两驱': '5400,5350x1690x2225'}"
RQ008882,{'2.2-汽油-76-MT-两驱': '5035x1740x1680'}
RQ008883,{'2.2-汽油-104-MT-两驱': '5020x1690x2225'}
RQ008884,"{'2.2--82-MT-两驱': '5340x1700x2050,2250'}"
RQ008885,"{'2.2-汽油-76-MT-两驱': '5200x1700x2050,2250'}"
RQ008886,{'2.2-汽油-76-MT-两驱': '5200x1700x2050'}
RQ008887,"{'2.2-汽油-78-MT-两驱': '4890x1705x1705,1735'}"
RQ008888,"{'2.2-汽油-76-MT-两驱': '5065,5165x1740x1650,1710'}"
RQ008889,"{'2.2-汽油-82-MT-两驱': '5040x1700x1960,2050,2250'}"
RQ008890,{'2.2-汽油-78-MT-两驱': '5135x1760x1850'}
RQ008891,{'2.2-汽油-76-MT-两驱': '4885x1785x1920'}
RQ008892,{'2.2-汽油-76-MT-两驱': '5120x1690x1615'}
RQ008893,{'2.2-汽油-76-MT-两驱': '5165x1820x1850'}
RQ008894,{'2.2-汽油-76-MT-两驱': '5165x1820x1895'}
RQ008895,"{'2.2-汽油-76-MT-两驱': '5470x1700x1695,1655'}"
RQ008896,{'2.2-汽油-82-MT-两驱': '5480x1740x1735'}
RQ008897,"{'2.2-汽油-82-MT-两驱': '5330,5260x1700x2440,2266,2180'}"
RQ008898,"{'2.2-汽油-82-MT-四驱': '5080,5225,5250x1720,1775,1830x1720,1730'}"
RQ008899,"{'2.2-汽油-104-MT-两驱': '5310x1812x1735,1722'}"
RQ008900,{'2.2-汽油-104-MT-两驱': '5310x1812x1735'}
RQ008901,"{'2.2-汽油-82-MT-两驱': '5480,5580x1720,1775x1700,1730'}"
RQ008902,"{'2.2-汽油-76-MT-两驱': '5985x2060,2150x2340'}"
RQ008903,"{'2.2-汽油-82-MT-两驱': '5480x1820,1840x1810,1850'}"
RQ008904,{'2.2-汽油-82-MT-两驱': '5480x1820x1780'}
RQ008905,{'2.3-汽油-184-AT-四驱': '4645x1925x1871'}
RQ008906,"{'2.3-柴油-90-MT-两驱': '5151x2011x2307,2676'}"
RQ008907,"{'2.3-柴油-50-MT-两驱': '5180x1880,1960x2750'}"
RQ008908,"{'2.3-柴油-60-MT-两驱': '5870x2060,2160x2650'}"
RQ008909,"{'2.3-汽油-116-MT-两驱': '5780x2000x2380,2600'}"
RQ008910,{'2.4-汽油-115-AT-两驱': '4860x1845x1485'}
RQ008911,"{'2.4-汽油-110-MT-两驱': '5035x1820x1970,2150'}"
RQ008912,"{'2.4-汽油-110-MT-两驱': '5035x1820x1970,2250'}"
RQ008913,"{'2.4-汽油-92-MT-两驱': '4666,4986x1974x2390'}"
RQ008914,{'2.4-汽油-92-MT-两驱': '4666x1974x2390'}
RQ008915,{'2.4-汽油-93-MT-四驱': '4780x1860x1830'}
RQ008916,"{'2.4-汽油-93-MT-四驱': '4710,4780x1860x1790,1830'}"
RQ008917,{'2.4-汽油-92-MT-两驱': '4800x1830x2150'}
RQ008918,"{'2.4-汽油-92.6-MT-两驱': '5055,5115x1695,1720,1765x2123'}"
RQ008919,{'2.4-汽油-93-MT-两驱': '6720x1800x1765'}
RQ008920,{'2.4-汽油-123-DCT-两驱': '4820x1810x1765'}
RQ008921,{'2.4-汽油-137-CVT-两驱': '4930x1845x1470'}
RQ008922,"{'2.4-汽油-110-MT-两驱': '4545,4635,4730x1840x1895,2040'}"
RQ008923,"{'2.5-柴油-64-MT-两驱': '5495,5295x1980,2060,2160x2540'}"
RQ008924,{'2.4-汽油-100-MT-两驱': '5220x1720x1790'}
RQ008925,{'2.4-汽油-110-MT-两驱': '5115x1720x2108'}
RQ008926,{'2.4-汽油-110-MT-两驱': '4618x1858x1753'}
RQ008927,{'2.4-汽油-110-MT-两驱': '5030x1690x1810'}
RQ008928,{'2.4-柴油-60-MT-两驱': '5990x2000x2750'}
RQ008929,"{'2.4-汽油-123-AT-四驱': '4673x1868,1849x1753'}"
RQ008930,{'2.4-汽油-105-MT-两驱': '5365x1900x1809'}
RQ008931,{'2.4-汽油-119-AT-两驱': '4956x1861x1513'}
RQ008932,"{'2.4-汽油-100-MT-两驱': '5310x1812x1735,1800'}"
RQ008933,{'2.4-汽油-100-MT-两驱': '5310x1812x1735'}
RQ008934,{'2.4-汽油-110-AT-两驱': '4900x1835x1890'}
RQ008935,{'2.4-柴油-60-MT-两驱': '5420x1920x2270'}
RQ008936,{'2.4-柴油-103-MT-四驱': '5375x1905x1835'}
RQ008937,"{'2.4-柴油-92-MT-两驱': '4740,4775x1895x1825,1862,2015,2425'}"
RQ008938,"{'2.4-柴油-92-MT-两驱': '4740x1895x1825,2275,2425'}"
RQ008939,"{'2.4-柴油-74-MT-两驱': '4863,4963x2000x2620,2740'}"
RQ008940,{'2.4-汽油-105-MT-四驱': '4350x1843x1834'}
RQ008941,{'2.4-汽油-102-MT-两驱': '4790x1800x2170'}
RQ008942,{'2.4-汽油-102-MT-两驱': '5420x1880x2285'}
RQ008943,{'2.4-汽油-102-MT-两驱': '4880x1880x2285'}
RQ008944,{'2.5-汽油-135-AT-两驱': '4850x1825x1505'}
RQ008945,{'2.4-汽油-102-MT-两驱': '5235x1800x1980'}
RQ008946,"{'2.4-汽油-102-MT-两驱': '4885,4980x1690x1650'}"
RQ008947,{'2.5-汽油-135-MT-四驱': '5263x1850x1808'}
RQ008948,{'2.5-柴油-103-MT-两驱': '5490x1775x1758'}
RQ008949,{'2.5-汽油-144-AT-四驱': '4555x1840x1710'}
RQ008950,"{'2.5-柴油-65-MT-两驱': '5480x1820,1840x1810,1850'}"
RQ008951,{'2.5-柴油-65-MT-两驱': '5480x1820x1780'}
RQ008952,{'2.4-汽油-108-MT-两驱': '5310x1835x1785'}
RQ008953,"{'2.4-汽油-102-MT-两驱': '4949x1690x1895,2045,2205,2335'}"
RQ008954,"{'2.4-汽油-102-MT-两驱': '4949x1690x1895,2045'}"
RQ008955,{'2.4-汽油-102-MT-两驱': '4949x1690x1895'}
RQ008956,{'2.5-柴油-85-MT-两驱': '5730x1820x2355'}
RQ008957,"{'2.5-柴油-80-MT-两驱': '4580x1840x1895,1980'}"
RQ008958,{'2.5-汽油-142-AT-两驱': '5005x1810x1500'}
RQ008959,{'2.5-汽油-135-AT-两驱': '4949x1761x1421'}
RQ008960,"{'2.5-柴油-100-MT-两驱': '4950,5160x1998x2132,2230,2300,2345,2440,2510'}"
RQ008961,"{'2.5-柴油-65-MT-两驱': '4800x1825x1950,2030'}"
RQ008962,{'2.5-柴油-65-MT-两驱': '4800x1825x1950'}
RQ008963,"{'2.5-柴油-64-MT-两驱': '5240,5425x1890x2800'}"
RQ008964,"{'2.5-柴油-67-MT-两驱': '5410x1930,1870x2755'}"
RQ008965,{'2.5-柴油-67-MT-两驱': '5820x1907x2151'}
RQ008966,"{'2.5-柴油-80-MT-两驱': '5810x1907,1960x2770,2870'}"
RQ008967,"{'2.5-柴油-80-MT-两驱': '5810x1907,1960x2770'}"
RQ008968,{'2.5-柴油-80-MT-两驱': '5820x1907x2151'}
RQ008969,{'2.5-柴油-95-MT-两驱': '5560x1840x1855'}
RQ008970,"{'2.4-汽油-100-MT-两驱': '5155,5265,5235x1750,1760x1745'}"
RQ008971,"{'2.4-汽油-100-MT-两驱': '5155,5265x1750x1745'}"
RQ008972,{'2.4-汽油-105-MT-四驱': '5560x1850x1760'}
RQ008973,"{'2.4-汽油-100-MT-两驱': '5418,5618x1974x2228,2620'}"
RQ008974,{'2.4-汽油-100-MT-两驱': '5380x1920x2285'}
RQ008975,"{'2.0-汽油-121-AMT-四驱': '4450x1855x1635,1660'}"
RQ008976,"{'2.0-汽油-121-AMT-四驱': '4440x1855x1635,1660'}"
RQ008977,"{'2.0-汽油-95-MT-两驱': '5040,5095,5525,5730x1830,1930x2170,2260'}"
RQ008978,{'2.0-汽油-95-MT-两驱': '4840x1695x2240'}
RQ008979,{'2.0-汽油-110-AT-两驱': '4825x1825x1480'}
RQ008980,"{'2.0-汽油-95-MT-两驱': '4865,5165,5330,5670x1830,1930x2170,2260'}"
RQ008981,"{'2.0-汽油-75-MT-四驱': '4690,4790x1830x2245'}"
RQ008982,{'2.0-汽油-121-AMT-两驱': '4845x1830x1460'}
RQ008983,{'2.0-汽油-118-AT-两驱': '4860x1845x1485'}
RQ008984,"{'2.0-柴油-52-MT-两驱': '5020,5085x1690x1935,2225'}"
RQ008985,{'2.0-汽油-130-MT-四驱': '4600x1855x1810'}
RQ008986,{'2.0-汽油-108-MT-两驱': '5080x1770x2050'}
RQ008987,{'2.0-汽油-118-MT-两驱': '4860x1845x1485'}
RQ008988,"{'2.0-汽油-70-MT-两驱': '5020x1690x1935,2225'}"
RQ008989,"{'2.0-汽油-180-AT-四驱': '4725,4730x1880x1675,1686'}"
RQ008990,"{'2.0-汽油-180-AT-四驱': '4725x1880x1675,1686'}"
RQ008991,{'2.0-汽油-118-MT-两驱': '5380x1920x2285'}
RQ008992,"{'2.0-汽油-113-AT-两驱': '4855x1854x1474,1477'}"
RQ008993,"{'2.0-汽油-132-AT-两驱': '4625x1825x1600,1620'}"
RQ008994,{'2.0-汽油-169-AT-两驱': '4730x1824x1421'}
RQ008995,"{'2.0-汽油-89-MT-两驱': '4650,4560,4460,4370x1750x1955,1830,1800'}"
RQ008996,"{'2.0-汽油-89-MT-两驱': '4010,4210x1680,1750x1960'}"
RQ008997,"{'2.0-汽油-206-AT-两驱': '5087x1868x1500,1490'}"
RQ008998,{'2.0-汽油-150-AT-两驱': '5087x1868x1500'}
RQ008999,{'2.0-汽油-75-MT-四驱': '4050x1830x1840'}
RQ009000,"{'2.2-柴油-75-MT-两驱': '5155,5255x1720x1710'}"
RQ009001,{'2.0-汽油-95-MT-两驱': '5475x1740x2655'}
RQ009002,{'2.0-汽油-91-MT-两驱': '5180x1744x1990'}
RQ009003,{'2.0-汽油-182-AT-两驱': '4996x1878x1503'}
RQ009004,{'2.0-汽油-91-MT-两驱': '5180x1744x1990'}
RQ009005,{'2.0-汽油-118-AT-两驱': '4855x1860x1475'}
RQ009006,{'2.0-汽油-118-AT-两驱': '4855x1865x1485'}
RQ009007,{'2.0-汽油-151-DCT-两驱': '4835x1855x1720'}
RQ009008,{'2.0-汽油-110-MT-两驱': '4505x1755x1470'}
RQ009009,"{'2.0-汽油-76-MT-两驱': '5070,5020x1690x1935,2225'}"
RQ009010,"{'2.0-汽油-76-MT-两驱': '5070,5020x1690x1935,1995,2225'}"
RQ009011,"{'2.0-汽油-81-MT-两驱': '5330x1700x2240,2380,2495'}"
RQ009012,"{'2.0-汽油-81-MT-两驱': '5330,5260x1700x2350,2210,2115'}"
RQ009013,"{'2.0-汽油-81-MT-两驱': '5130,5060,5050x1760,1823x1770,1730'}"
RQ009014,"{'2.0-汽油-81-MT-两驱': '5130,5060x1760x1770'}"
RQ009015,"{'2.2-柴油-55-MT-两驱': '5208,5490x1920x2750'}"
RQ009016,{'2.2-柴油-55-MT-两驱': '5208x1920x2750'}
RQ009017,"{'2.0-汽油-90-MT-两驱': '5320,5385x1690x2050,2225'}"
RQ009018,"{'2.0-汽油-148-MT-两驱': '5310x1860,1880x1860,1870'}"
RQ009019,"{'2.0-汽油-148-MT-两驱': '5310x1860/1880x1860,1870'}"
RQ009020,{'2.0-柴油-100-MT-两驱': '5100x1785x2525'}
RQ009021,"{'2.2-柴油-56-MT-两驱': '4990,4808,4605x1750x2100,2200,2170'}"
RQ009022,"{'2.2-柴油-56-MT-两驱': '4990,4808,4605x1750x2100,2200'}"
RQ009023,"{'2.2-柴油-56-MT-两驱': '4990,4808x1750x2100'}"
RQ009024,"{'2.2-柴油-67-MT-两驱': '5995x1990,2070x2240'}"
RQ009025,"{'2.2-柴油-65-MT-两驱': '5090,5060x1968,1868x2850,2700'}"
RQ009026,"{'2.2-柴油-55-MT-两驱': '4990,4808x1750x2100,2200'}"
RQ009027,"{'2.2-柴油-55-MT-两驱': '4990,4808x1750x2100'}"
RQ009028,"{'2.1-柴油-45-MT-两驱': '4986,5186x1750x2444,2574'}"
RQ009029,"{'2.1-柴油-52-MT-两驱': '4620,4700,4920,5000x1615x2620'}"
RQ009030,"{'2.1-柴油-52-MT-两驱': '5425,5115x1910,1710x2240'}"
RQ009031,"{'2.2-柴油-65-MT-两驱': '5160x1730,1830x2700'}"
RQ009032,"{'2.2-柴油-58-MT-两驱': '4670,4750,4755,4835,4970,5050x1615x2580'}"
RQ009033,"{'2.2-柴油-52-MT-两驱': '5125,5435,5710x1730,1830,1930x2750,2900'}"
RQ009034,{'2.2-柴油-65-MT-两驱': '5995x2060x3180'}
RQ009035,"{'2.2-柴油-60-MT-两驱': '5070,5450x1780,1880x2790'}"
RQ009036,"{'2.2-柴油-45-MT-两驱': '4621,4771,4721,4671,4846,4946x1580x2490'}"
RQ009037,"{'2.2-柴油-45-MT-两驱': '4621,4771,4721,4671x1580x2490'}"
RQ009038,"{'2.2-柴油-45-MT-两驱': '4621,4771x1580x2490'}"
RQ009039,"{'2.2-柴油-65-MT-两驱': '4830,5060x1730,1830x2750'}"
RQ009040,{'2.2-柴油-65-MT-两驱': '4830x1730x2750'}
RQ009041,{'2.2-柴油-65-MT-两驱': '4630x1740x2040'}
RQ009042,{'2.2-柴油-65-MT-两驱': '5720x1920x2750'}
RQ009043,"{'2.2-柴油-60-MT-两驱': '4955,5185,5420x1665,1735x2080'}"
RQ009044,"{'2.2-柴油-60-MT-两驱': '4955,5185,5420x1665x2080'}"
RQ009045,"{'2.2-柴油-65-MT-两驱': '5200,5410x1750x2530'}"
RQ009046,{'2.2-柴油-60-MT-两驱': '5030x1762x2510'}
RQ009047,{'2.2-柴油-52-MT-两驱': '5380x1782x2070'}
RQ009048,"{'2.2-柴油-60-MT-两驱': '4945,5145x1750x2040,2090'}"
RQ009049,"{'2.2-柴油-60-MT-两驱': '4945,5145x1750x2040'}"
